City,Neighborhood,Listing_Type,Property_Type,Bedrooms,Bathrooms,Size_m2,Has_Pool,Has_Garden,Is_Furnished,Latitude,Longitude,Price_MAD
Tangier,Malabata,Buy,Apartment,2,2,127,0,0,1,35.77293,-5.80344,1726521
Casablanca,Maârif,Buy,Land,0,0,637,0,0,0,33.53589,-7.57252,6296778
Marrakech,Guéliz,Rent,Studio,1,1,50,0,0,1,31.62251,-7.99655,4837
Tangier,Marshane,Buy,Apartment,2,1,154,0,0,0,35.78279,-5.83575,1341649
Marrakech,Hivernage,Buy,Apartment,4,1,63,0,0,0,31.64025,-7.97254,825872
Rabat,Souissi,Buy,Apartment,3,2,171,0,0,1,34.02719,-6.80484,1983261
Rabat,Océan,Rent,Apartment,3,1,149,0,0,1,34.01904,-6.84639,14701
Tangier,Moujahidine,Buy,Riad,7,6,517,1,1,0,35.77127,-5.83568,8084402
Casablanca,Hay Mockh,Buy,Villa,5,4,622,0,1,0,33.56094,-7.58254,10850429
Casablanca,Bourgogne,Buy,Villa,4,4,493,1,1,0,33.5501,-7.58287,8953342
Tangier,Moujahidine,Buy,Land,0,0,713,0,0,0,35.76661,-5.83017,5402818
Casablanca,Hay Mockh,Buy,Apartment,3,3,89,0,0,1,33.59542,-7.55964,1140912
Rabat,Hay Riad,Buy,Villa,6,6,647,0,1,0,34.02576,-6.88324,14173183
Tangier,Moujahidine,Buy,Apartment,2,2,70,0,0,0,35.75696,-5.85052,649946
Marrakech,Sidi Ghanem,Buy,Apartment,4,3,147,0,0,0,31.58999,-7.96608,1597263
Rabat,Hassan,Buy,Villa,4,2,386,0,1,0,34.04456,-6.85878,5869599
Tangier,Moujahidine,Buy,Apartment,3,3,139,0,0,0,35.79237,-5.82679,1247251
Rabat,Agdal,Rent,Studio,1,1,34,0,0,0,34.06872,-6.83406,2415
Casablanca,Anfa,Buy,Apartment,2,2,94,0,0,0,33.56333,-7.57713,1482855
Tangier,Malabata,Buy,Studio,1,1,37,0,0,0,35.76186,-5.84748,430695
Casablanca,Hay Mockh,Rent,Apartment,2,2,113,0,0,0,33.57152,-7.60138,9661
Tangier,Marshane,Rent,Apartment,3,3,161,0,0,0,35.75828,-5.84504,9809
Casablanca,Anfa,Buy,Apartment,2,2,159,0,0,0,33.55953,-7.59616,2600038
Tangier,Centre Ville,Rent,Riad,4,4,590,1,0,1,35.76511,-5.81368,88868
Marrakech,Palmeraie,Rent,Villa,6,3,234,0,1,1,31.60648,-8.03788,48936
Casablanca,Bourgogne,Rent,Apartment,4,1,120,0,0,0,33.59057,-7.59041,9811
Rabat,Souissi,Buy,Apartment,2,3,153,0,0,0,34.03955,-6.8499,1702932
Casablanca,Sidi Maârouf,Buy,Apartment,3,3,98,0,0,0,33.6005,-7.62246,1077148
Casablanca,Anfa,Buy,Land,0,0,331,0,0,0,33.55271,-7.58567,4521349
Marrakech,Palmeraie,Buy,Apartment,3,1,81,0,0,1,31.63608,-7.96429,1278542
Casablanca,Hay Mockh,Buy,Apartment,2,1,65,0,0,1,33.55327,-7.60246,897865
Tangier,Centre Ville,Buy,Riad,5,2,454,0,0,1,35.74121,-5.84552,6925479
Casablanca,Maârif,Buy,Apartment,3,3,79,0,0,1,33.56418,-7.58754,963303
Casablanca,Anfa,Buy,Apartment,3,1,100,0,0,1,33.5673,-7.59703,1823095
Rabat,Hassan,Buy,Villa,8,3,221,1,1,0,34.04712,-6.84609,4250569
Marrakech,Medina,Rent,Apartment,2,2,150,0,0,0,31.62538,-7.96589,11192
Rabat,Océan,Rent,Studio,1,1,52,0,0,0,33.99893,-6.81319,4241
Marrakech,Sidi Ghanem,Rent,Apartment,3,2,153,0,0,0,31.64985,-7.96569,11629
Marrakech,Guéliz,Rent,Riad,7,3,660,0,0,0,31.62686,-7.97965,81284
Casablanca,Bourgogne,Rent,Apartment,3,3,83,0,0,1,33.59734,-7.59966,8518
Rabat,Océan,Buy,Apartment,2,2,152,0,0,0,34.04382,-6.85715,1636471
Tangier,Centre Ville,Buy,Apartment,4,3,123,0,0,1,35.74269,-5.819,1054827
Marrakech,Sidi Ghanem,Rent,Apartment,3,2,112,0,0,1,31.6204,-8.0019,9988
Casablanca,Maârif,Rent,Apartment,4,3,68,0,0,0,33.60679,-7.5698,5352
Marrakech,Hivernage,Buy,Apartment,2,1,73,0,0,0,31.62464,-7.98105,1061187
Casablanca,Maârif,Buy,Apartment,4,3,167,0,0,0,33.57618,-7.59065,1972231
Tangier,Marshane,Buy,Land,0,0,200,0,0,0,35.77188,-5.80123,1525767
Rabat,Hay Riad,Buy,Apartment,4,3,69,0,0,0,33.97375,-6.8519,1161784
Marrakech,Palmeraie,Buy,Apartment,2,2,162,0,0,1,31.62829,-7.95854,2118074
Rabat,Océan,Buy,Apartment,4,2,165,0,0,0,34.0159,-6.83522,1933506
Casablanca,Bourgogne,Buy,Apartment,3,3,65,0,0,1,33.57336,-7.5802,795285
Rabat,Agdal,Buy,Land,0,0,542,0,0,0,34.00187,-6.85368,4415763
Casablanca,Maârif,Rent,Riad,8,3,744,0,0,1,33.54224,-7.59301,129978
Marrakech,Sidi Ghanem,Rent,Studio,1,1,53,0,0,1,31.60292,-7.98232,5200
Casablanca,Bourgogne,Buy,Riad,5,5,637,1,0,0,33.57867,-7.59998,11887999
Tangier,Marshane,Rent,Apartment,4,1,128,0,0,1,35.75754,-5.85616,10195
Tangier,Marshane,Buy,Apartment,3,3,101,0,0,1,35.76742,-5.82873,946118
Tangier,Moujahidine,Buy,Apartment,4,2,137,0,0,0,35.77736,-5.83911,1330144
Marrakech,Palmeraie,Rent,Villa,7,4,568,1,1,0,31.56935,-7.96968,83814
Tangier,Malabata,Buy,Apartment,4,1,96,0,0,1,35.72656,-5.82191,1203927
Marrakech,Medina,Buy,Land,0,0,113,0,0,0,31.63171,-7.99363,828529
Rabat,Hay Riad,Rent,Apartment,2,2,62,0,0,1,33.9868,-6.84012,8152
Rabat,Océan,Rent,Apartment,4,3,133,0,0,1,34.03686,-6.87879,14029
Marrakech,Guéliz,Rent,Studio,1,1,31,0,0,0,31.62309,-7.9806,2064
Marrakech,Hivernage,Buy,Riad,5,4,796,0,0,0,31.63599,-8.01718,17949234
Tangier,Centre Ville,Buy,Apartment,4,1,152,0,0,0,35.80973,-5.83481,1293378
Tangier,Centre Ville,Buy,Riad,6,6,297,1,1,1,35.76503,-5.83383,4729831
Tangier,Malabata,Rent,Riad,3,4,556,1,1,1,35.75157,-5.85662,111235
Casablanca,Anfa,Buy,Studio,1,1,53,0,0,1,33.60217,-7.59136,954786
Casablanca,Hay Mockh,Rent,Studio,1,1,31,0,0,0,33.55791,-7.60422,2482
Casablanca,Sidi Maârouf,Rent,Apartment,4,3,79,0,0,0,33.57639,-7.54588,6251
Marrakech,Hivernage,Buy,Villa,3,5,656,1,1,1,31.65064,-7.97712,14482784
Casablanca,Anfa,Buy,Apartment,3,2,160,0,0,0,33.57127,-7.60756,2631272
Marrakech,Medina,Buy,Apartment,2,2,133,0,0,1,31.61449,-8.00603,1489173
Tangier,Marshane,Buy,Apartment,2,2,124,0,0,0,35.76532,-5.87391,1157910
Marrakech,Hivernage,Rent,Riad,6,6,402,1,1,0,31.59803,-8.00552,72343
Marrakech,Hivernage,Buy,Apartment,2,2,159,0,0,0,31.61753,-8.00043,2437427
Casablanca,Maârif,Buy,Apartment,4,2,114,0,0,0,33.57889,-7.58888,1297302
Marrakech,Medina,Buy,Riad,5,6,224,1,0,0,31.61392,-7.97704,3917856
Tangier,Centre Ville,Rent,Apartment,3,1,178,0,0,1,35.74301,-5.82033,14832
Marrakech,Medina,Rent,Studio,1,1,34,0,0,1,31.59982,-7.98527,2867
Casablanca,Maârif,Buy,Apartment,4,1,91,0,0,1,33.56177,-7.6122,1169461
Marrakech,Medina,Buy,Apartment,2,2,148,0,0,1,31.60981,-7.99695,1442344
Rabat,Hassan,Buy,Riad,6,2,539,0,1,0,34.00919,-6.86641,9377258
Rabat,Océan,Buy,Land,0,0,1089,0,0,0,34.0083,-6.82696,8755283
Marrakech,Guéliz,Rent,Apartment,3,3,175,0,0,1,31.66016,-7.98045,17066
Casablanca,Sidi Maârouf,Buy,Apartment,2,1,96,0,0,0,33.55055,-7.56724,1050832
Rabat,Agdal,Buy,Apartment,3,3,180,0,0,0,33.98648,-6.85992,2056577
Tangier,Marshane,Buy,Apartment,4,3,106,0,0,1,35.74759,-5.81599,993222
Casablanca,Sidi Maârouf,Buy,Riad,8,5,436,1,1,1,33.59478,-7.55772,9445231
Rabat,Hassan,Rent,Riad,7,6,290,0,1,0,33.98768,-6.83153,39944
Casablanca,Maârif,Rent,Apartment,2,3,99,0,0,0,33.5765,-7.57069,8128
Tangier,Centre Ville,Buy,Apartment,2,2,147,0,0,0,35.75855,-5.86564,1272788
Rabat,Hay Riad,Rent,Apartment,4,2,163,0,0,0,33.99783,-6.8585,16991
Rabat,Hassan,Rent,Studio,1,1,58,0,0,1,34.02898,-6.82728,5209
Casablanca,Bourgogne,Buy,Studio,1,1,60,0,0,0,33.5649,-7.58411,740722
Marrakech,Medina,Buy,Villa,6,3,289,1,1,1,31.61757,-7.93914,4711898
Marrakech,Palmeraie,Rent,Villa,4,6,356,1,1,0,31.627,-7.9972,54187
Rabat,Hassan,Buy,Apartment,4,1,86,0,0,1,34.04079,-6.82868,928940
Marrakech,Hivernage,Rent,Apartment,3,3,150,0,0,1,31.63108,-7.96002,18984
Marrakech,Palmeraie,Rent,Villa,4,6,361,0,1,1,31.63264,-7.97758,72592
Casablanca,Anfa,Rent,Apartment,3,1,153,0,0,0,33.56498,-7.60214,16742
Rabat,Hassan,Buy,Villa,6,4,653,1,1,1,34.0312,-6.8252,10262358
Rabat,Hay Riad,Buy,Apartment,2,1,76,0,0,0,33.99296,-6.81716,1286895
Rabat,Océan,Rent,Apartment,4,3,89,0,0,1,34.0425,-6.82274,9261
Marrakech,Guéliz,Buy,Land,0,0,835,0,0,0,31.65611,-7.95468,6183475
Casablanca,Hay Mockh,Buy,Land,0,0,374,0,0,0,33.5706,-7.57286,3260045
Tangier,Marshane,Rent,Studio,1,1,35,0,0,1,35.75204,-5.79703,2487
Tangier,Moujahidine,Buy,Apartment,2,1,84,0,0,0,35.76351,-5.82182,727521
Tangier,Malabata,Buy,Apartment,3,2,88,0,0,1,35.75814,-5.8294,1153670
Marrakech,Hivernage,Rent,Villa,3,3,649,1,1,0,31.65461,-7.96218,94984
Rabat,Hassan,Rent,Apartment,2,2,111,0,0,1,34.01446,-6.83942,11033
Tangier,Marshane,Buy,Land,0,0,907,0,0,0,35.72388,-5.87861,5977887
Casablanca,Bourgogne,Buy,Studio,1,1,33,0,0,0,33.56377,-7.62006,422836
Casablanca,Anfa,Buy,Apartment,4,3,110,0,0,1,33.54596,-7.58534,1746873
Casablanca,Bourgogne,Buy,Studio,1,1,42,0,0,1,33.56885,-7.56622,536537
Casablanca,Anfa,Buy,Apartment,3,2,110,0,0,1,33.58271,-7.55987,1779029
Rabat,Hassan,Rent,Apartment,2,2,97,0,0,1,34.02338,-6.85412,10101
Casablanca,Bourgogne,Rent,Apartment,2,2,166,0,0,1,33.59845,-7.58403,16665
Casablanca,Bourgogne,Rent,Apartment,2,1,159,0,0,1,33.58804,-7.56183,16803
Marrakech,Palmeraie,Buy,Riad,6,4,661,0,1,1,31.6179,-8.00423,13874999
Marrakech,Palmeraie,Rent,Villa,3,4,531,1,1,1,31.60657,-7.97178,98500
Marrakech,Guéliz,Buy,Villa,3,2,660,1,1,0,31.6554,-7.97022,10614685
Tangier,Centre Ville,Buy,Apartment,3,3,108,0,0,0,35.77225,-5.825,930424
Marrakech,Medina,Buy,Apartment,4,3,170,0,0,0,31.60561,-7.97538,1772154
Marrakech,Hivernage,Rent,Apartment,4,1,113,0,0,0,31.64678,-7.98133,10435
Tangier,Marshane,Rent,Riad,8,3,320,1,1,0,35.77712,-5.83397,34905
Rabat,Agdal,Buy,Apartment,3,2,169,0,0,0,34.03034,-6.85926,1893831
Casablanca,Bourgogne,Buy,Apartment,3,1,87,0,0,1,33.52971,-7.61368,1199918
Tangier,Moujahidine,Rent,Apartment,3,2,70,0,0,1,35.77687,-5.87311,5189
Casablanca,Anfa,Buy,Apartment,4,2,139,0,0,1,33.58691,-7.58449,2227180
Marrakech,Guéliz,Buy,Apartment,2,1,67,0,0,1,31.63252,-7.97349,691428
Casablanca,Anfa,Rent,Apartment,2,3,133,0,0,1,33.56954,-7.60806,20509
Rabat,Souissi,Rent,Apartment,2,1,73,0,0,0,33.99803,-6.83077,5034
Marrakech,Hivernage,Rent,Studio,1,1,51,0,0,0,31.61975,-7.95961,5153
Marrakech,Palmeraie,Buy,Riad,8,6,568,1,0,0,31.65018,-7.95176,12394913
Rabat,Hassan,Rent,Apartment,2,2,167,0,0,1,34.02426,-6.8227,17364
Rabat,Hassan,Buy,Apartment,2,1,148,0,0,1,34.04271,-6.8176,1839073
Rabat,Océan,Buy,Riad,6,6,414,1,1,0,34.03575,-6.85435,6990153
Casablanca,Hay Mockh,Buy,Land,0,0,1582,0,0,0,33.60357,-7.61713,14975012
Rabat,Hassan,Buy,Apartment,4,2,93,0,0,1,34.0283,-6.82991,1019958
Rabat,Hay Riad,Rent,Apartment,4,3,123,0,0,1,34.02556,-6.82718,17531
Tangier,Moujahidine,Rent,Riad,4,6,438,1,1,0,35.75791,-5.84001,51579
Casablanca,Hay Mockh,Rent,Studio,1,1,50,0,0,1,33.58708,-7.61413,5101
Marrakech,Sidi Ghanem,Buy,Apartment,3,2,65,0,0,0,31.64534,-7.99251,714915
Marrakech,Guéliz,Rent,Apartment,4,1,148,0,0,0,31.63394,-7.97954,11221
Casablanca,Sidi Maârouf,Buy,Studio,1,1,39,0,0,1,33.56117,-7.59578,494349
Rabat,Agdal,Buy,Apartment,2,3,102,0,0,0,34.01582,-6.85486,1230022
Casablanca,Anfa,Buy,Apartment,2,2,166,0,0,0,33.56177,-7.57317,2549001
Tangier,Moujahidine,Rent,Apartment,2,3,77,0,0,0,35.77401,-5.83127,4616
Tangier,Marshane,Buy,Apartment,3,2,178,0,0,1,35.77993,-5.81562,1544277
Rabat,Océan,Rent,Villa,8,4,768,1,1,0,34.01696,-6.85382,90022
Rabat,Souissi,Buy,Apartment,2,1,95,0,0,1,34.01535,-6.81577,1159909
Rabat,Hassan,Buy,Land,0,0,1383,0,0,0,34.0555,-6.87114,12486875
Marrakech,Sidi Ghanem,Buy,Apartment,4,2,83,0,0,1,31.6226,-7.97131,829225
Rabat,Souissi,Buy,Apartment,4,1,94,0,0,0,33.99583,-6.84115,1129075
Tangier,Centre Ville,Buy,Land,0,0,861,0,0,0,35.78834,-5.84425,5757663
Tangier,Marshane,Rent,Apartment,2,3,98,0,0,0,35.73608,-5.78852,5901
Rabat,Agdal,Rent,Apartment,2,1,116,0,0,1,34.01183,-6.80708,11835
Tangier,Centre Ville,Rent,Studio,1,1,36,0,0,0,35.73238,-5.82571,2046
Tangier,Marshane,Buy,Studio,1,1,54,0,0,0,35.7286,-5.84479,521673
Casablanca,Bourgogne,Buy,Apartment,4,1,86,0,0,1,33.54416,-7.59098,1109440
Tangier,Moujahidine,Rent,Studio,1,1,52,0,0,1,35.71915,-5.89065,4109
Casablanca,Maârif,Buy,Studio,1,1,39,0,0,1,33.60807,-7.59761,526933
Casablanca,Sidi Maârouf,Buy,Apartment,3,1,73,0,0,1,33.54077,-7.59439,1002828
Rabat,Agdal,Rent,Studio,1,1,48,0,0,1,34.06521,-6.83047,4720
Marrakech,Medina,Rent,Apartment,2,1,96,0,0,0,31.63442,-7.99715,6648
Rabat,Hassan,Buy,Apartment,4,1,94,0,0,0,34.01443,-6.86477,1122217
Rabat,Agdal,Buy,Apartment,2,3,131,0,0,1,34.00378,-6.84089,1635500
Marrakech,Sidi Ghanem,Buy,Apartment,3,3,100,0,0,0,31.61103,-7.97704,1093167
Rabat,Océan,Rent,Villa,4,3,272,0,1,1,34.03736,-6.86085,43354
Tangier,Malabata,Buy,Villa,4,2,682,1,1,0,35.73602,-5.84977,14608873
Tangier,Malabata,Rent,Riad,3,5,601,0,1,1,35.73876,-5.82069,113690
Tangier,Marshane,Rent,Apartment,3,2,164,0,0,0,35.73407,-5.85895,8869
Casablanca,Hay Mockh,Buy,Studio,1,1,48,0,0,0,33.56928,-7.59376,609417
Tangier,Malabata,Buy,Apartment,3,2,147,0,0,1,35.72958,-5.81481,1852257
Tangier,Moujahidine,Buy,Studio,1,1,37,0,0,1,35.77105,-5.83657,375835
Marrakech,Sidi Ghanem,Buy,Apartment,3,2,110,0,0,0,31.6393,-7.97015,1034200
Rabat,Souissi,Buy,Land,0,0,1028,0,0,0,34.02253,-6.84236,8231970
Tangier,Malabata,Rent,Apartment,2,2,74,0,0,0,35.79696,-5.81444,5615
Tangier,Centre Ville,Buy,Apartment,3,2,137,0,0,1,35.77396,-5.83176,1325582
Casablanca,Hay Mockh,Buy,Apartment,4,1,101,0,0,1,33.53244,-7.54755,1261739
Casablanca,Sidi Maârouf,Rent,Villa,7,5,610,1,1,0,33.60495,-7.58941,75975
Marrakech,Sidi Ghanem,Rent,Villa,4,5,593,0,1,0,31.63219,-7.98347,64696
Tangier,Moujahidine,Rent,Studio,1,1,48,0,0,1,35.74368,-5.83332,3838
Marrakech,Hivernage,Rent,Studio,1,1,51,0,0,1,31.56751,-7.97853,6826
Tangier,Malabata,Rent,Apartment,4,3,119,0,0,0,35.74213,-5.83204,9832
Casablanca,Hay Mockh,Buy,Land,0,0,460,0,0,0,33.58479,-7.5972,4088246
Rabat,Hassan,Buy,Apartment,2,3,73,0,0,1,33.99095,-6.81598,902288
Tangier,Marshane,Rent,Villa,6,2,292,0,1,0,35.77512,-5.85333,29318
Casablanca,Anfa,Rent,Studio,1,1,51,0,0,0,33.55321,-7.58481,5629
Rabat,Hassan,Rent,Riad,7,6,657,0,1,0,34.01282,-6.83629,89805
Rabat,Hassan,Buy,Land,0,0,1570,0,0,0,34.03381,-6.84121,13914615
Rabat,Agdal,Rent,Studio,1,1,48,0,0,0,33.9554,-6.85796,3593
Tangier,Centre Ville,Buy,Studio,1,1,57,0,0,0,35.72569,-5.85357,512171
Rabat,Océan,Buy,Apartment,2,1,150,0,0,1,34.01956,-6.81251,1643575
Rabat,Agdal,Rent,Apartment,3,1,90,0,0,0,34.01861,-6.83631,6302
Tangier,Marshane,Buy,Apartment,4,2,111,0,0,0,35.75846,-5.83673,1007812
Marrakech,Hivernage,Buy,Apartment,3,1,84,0,0,1,31.63964,-7.98225,1195925
Rabat,Hassan,Rent,Apartment,2,2,171,0,0,1,34.05255,-6.84675,15692
Marrakech,Guéliz,Buy,Apartment,2,3,62,0,0,0,31.65805,-7.98949,600002
Tangier,Moujahidine,Buy,Apartment,2,1,77,0,0,1,35.7524,-5.8257,798635
Tangier,Moujahidine,Rent,Riad,8,6,635,1,1,0,35.77205,-5.83959,66234
Tangier,Moujahidine,Rent,Apartment,3,1,83,0,0,0,35.7731,-5.83798,5024
Casablanca,Bourgogne,Rent,Riad,6,3,713,0,1,1,33.59048,-7.61353,122698
Casablanca,Maârif,Rent,Apartment,4,2,150,0,0,0,33.57411,-7.56,11520
Tangier,Malabata,Rent,Apartment,2,3,153,0,0,1,35.78652,-5.84707,16840
Rabat,Hassan,Rent,Apartment,4,1,126,0,0,1,34.01693,-6.85924,13349
Casablanca,Anfa,Buy,Studio,1,1,45,0,0,1,33.52954,-7.60039,742874
Casablanca,Bourgogne,Buy,Studio,1,1,55,0,0,1,33.57404,-7.61537,708207
Casablanca,Sidi Maârouf,Buy,Land,0,0,1195,0,0,0,33.59673,-7.54293,10440260
Casablanca,Hay Mockh,Rent,Apartment,3,3,175,0,0,0,33.55956,-7.58149,14941
Rabat,Hassan,Rent,Apartment,3,2,97,0,0,0,34.00716,-6.86861,6918
Rabat,Océan,Buy,Apartment,3,1,140,0,0,0,34.01022,-6.83858,1643623
Marrakech,Sidi Ghanem,Buy,Villa,3,4,227,0,1,0,31.60461,-7.97644,3293080
Casablanca,Sidi Maârouf,Rent,Apartment,3,1,138,0,0,0,33.5668,-7.59456,12078
Rabat,Agdal,Rent,Studio,1,1,53,0,0,0,34.00727,-6.82224,3685
Marrakech,Sidi Ghanem,Rent,Villa,8,3,657,0,1,0,31.65362,-7.96892,76108
Marrakech,Palmeraie,Buy,Apartment,2,3,170,0,0,0,31.64215,-7.99058,2241629
Casablanca,Anfa,Rent,Riad,7,3,707,1,1,0,33.58809,-7.59328,151140
Tangier,Centre Ville,Rent,Studio,1,1,36,0,0,1,35.74306,-5.85839,2753
Rabat,Agdal,Rent,Apartment,4,2,156,0,0,1,34.01582,-6.86093,14755
Casablanca,Anfa,Buy,Studio,1,1,44,0,0,0,33.56526,-7.61016,720476
Rabat,Hassan,Rent,Riad,8,6,439,0,1,0,34.00287,-6.82953,58658
Marrakech,Sidi Ghanem,Rent,Villa,6,2,495,1,1,0,31.61913,-7.95459,55838
Rabat,Océan,Buy,Villa,8,2,299,1,1,1,34.01247,-6.86422,5646101
Tangier,Marshane,Buy,Riad,5,4,473,1,0,1,35.79277,-5.8279,7424042
Tangier,Centre Ville,Buy,Apartment,4,3,135,0,0,1,35.77256,-5.81636,1160292
Rabat,Hay Riad,Buy,Apartment,3,3,61,0,0,1,34.04283,-6.88543,1013063
Casablanca,Maârif,Buy,Studio,1,1,43,0,0,0,33.56575,-7.59531,552278
Casablanca,Hay Mockh,Rent,Studio,1,1,41,0,0,0,33.57316,-7.5652,3595
Rabat,Souissi,Rent,Apartment,2,1,63,0,0,1,33.99305,-6.81593,6668
Casablanca,Bourgogne,Rent,Apartment,4,1,136,0,0,1,33.60806,-7.569,13452
Casablanca,Maârif,Rent,Studio,1,1,57,0,0,1,33.58288,-7.59893,6002
Tangier,Centre Ville,Buy,Riad,3,3,459,0,1,0,35.76604,-5.86179,7203055
Tangier,Marshane,Buy,Land,0,0,1675,0,0,0,35.73681,-5.83703,11793316
Tangier,Marshane,Buy,Apartment,3,1,159,0,0,0,35.74639,-5.83871,1495268
Casablanca,Hay Mockh,Rent,Riad,6,4,261,0,1,0,33.55856,-7.64639,40728
Casablanca,Hay Mockh,Rent,Apartment,2,3,110,0,0,0,33.54366,-7.61728,8845
Tangier,Malabata,Buy,Apartment,2,3,158,0,0,0,35.80036,-5.8282,1899000
Casablanca,Hay Mockh,Rent,Studio,1,1,52,0,0,0,33.5844,-7.55708,4282
Casablanca,Maârif,Rent,Villa,3,6,456,1,1,0,33.63339,-7.57727,56097
Tangier,Centre Ville,Rent,Apartment,4,3,60,0,0,1,35.7572,-5.82266,4648
Tangier,Marshane,Rent,Apartment,2,3,102,0,0,1,35.76575,-5.79835,7969
Casablanca,Bourgogne,Rent,Riad,8,5,689,1,1,1,33.56462,-7.59887,131836
Casablanca,Bourgogne,Rent,Apartment,2,1,109,0,0,1,33.59999,-7.56393,12071
Tangier,Malabata,Buy,Apartment,4,3,179,0,0,1,35.79147,-5.81933,2078252
Rabat,Souissi,Buy,Apartment,3,1,140,0,0,1,34.03665,-6.83901,1738957
Casablanca,Sidi Maârouf,Buy,Apartment,4,2,70,0,0,1,33.57621,-7.58184,812552
Rabat,Hay Riad,Buy,Apartment,2,3,65,0,0,1,33.97147,-6.87512,1068266
Marrakech,Medina,Rent,Apartment,4,2,174,0,0,0,31.65526,-7.98081,12579
Rabat,Hassan,Rent,Studio,1,1,32,0,0,1,34.02555,-6.82357,3138
Tangier,Centre Ville,Rent,Apartment,2,1,84,0,0,0,35.8032,-5.84773,5097
Marrakech,Palmeraie,Buy,Apartment,3,1,161,0,0,1,31.61266,-7.97844,2264217
Rabat,Hassan,Buy,Riad,7,5,216,0,0,1,33.97941,-6.84204,3805845
Casablanca,Hay Mockh,Buy,Riad,3,3,735,1,1,1,33.56867,-7.58408,15541909
Marrakech,Sidi Ghanem,Rent,Studio,1,1,37,0,0,1,31.60517,-8.00353,3375
Casablanca,Anfa,Buy,Apartment,3,3,62,0,0,0,33.5919,-7.59759,1019946
Casablanca,Anfa,Rent,Apartment,4,3,76,0,0,0,33.58797,-7.5939,8957
Casablanca,Sidi Maârouf,Buy,Land,0,0,1780,0,0,0,33.55924,-7.59089,16275548
Casablanca,Hay Mockh,Buy,Apartment,4,1,166,0,0,1,33.58529,-7.62091,2132439
Casablanca,Maârif,Buy,Land,0,0,1118,0,0,0,33.60397,-7.58809,10866197
Marrakech,Guéliz,Buy,Apartment,2,2,103,0,0,1,31.63119,-8.00249,1030074
Tangier,Marshane,Rent,Riad,3,6,758,0,1,1,35.76123,-5.84248,108567
Casablanca,Bourgogne,Buy,Apartment,2,2,68,0,0,0,33.57479,-7.60407,871666
Marrakech,Palmeraie,Buy,Apartment,2,3,107,0,0,1,31.64204,-7.98664,1452408
Tangier,Centre Ville,Buy,Apartment,4,1,77,0,0,0,35.7572,-5.84092,660460
Tangier,Centre Ville,Buy,Land,0,0,132,0,0,0,35.77563,-5.84601,865882
Tangier,Malabata,Buy,Apartment,2,1,82,0,0,1,35.78008,-5.82397,1115158
Rabat,Hassan,Buy,Riad,8,5,329,0,1,1,34.02155,-6.82549,5485441
Tangier,Centre Ville,Buy,Apartment,2,3,148,0,0,0,35.74989,-5.78321,1364654
Marrakech,Palmeraie,Rent,Apartment,4,1,140,0,0,1,31.6424,-7.98135,17420
Rabat,Souissi,Buy,Riad,6,2,771,0,0,1,33.98925,-6.82526,13376670
Casablanca,Bourgogne,Rent,Studio,1,1,41,0,0,1,33.5666,-7.60854,3859
Marrakech,Palmeraie,Rent,Riad,8,3,483,0,0,0,31.62403,-7.98139,78125
Tangier,Moujahidine,Buy,Studio,1,1,35,0,0,0,35.75276,-5.83124,332819
Casablanca,Maârif,Buy,Studio,1,1,50,0,0,0,33.54146,-7.5888,641439
Marrakech,Palmeraie,Buy,Land,0,0,614,0,0,0,31.62061,-7.99226,6480418
Rabat,Océan,Buy,Apartment,3,1,73,0,0,1,34.04158,-6.84975,862318
Marrakech,Hivernage,Buy,Land,0,0,1708,0,0,0,31.64546,-8.00463,20615098
Casablanca,Hay Mockh,Buy,Villa,7,2,272,1,1,1,33.58346,-7.60038,5736320
Rabat,Hassan,Rent,Apartment,2,3,146,0,0,1,34.02329,-6.85835,14242
Marrakech,Guéliz,Rent,Apartment,3,1,72,0,0,0,31.63496,-8.02259,5126
Tangier,Centre Ville,Rent,Riad,6,3,275,1,1,1,35.74187,-5.80592,38709
Marrakech,Hivernage,Buy,Land,0,0,2000,0,0,0,31.61418,-8.00366,20983481
Tangier,Centre Ville,Buy,Apartment,3,2,77,0,0,0,35.78687,-5.85398,701332
Marrakech,Medina,Rent,Apartment,3,1,102,0,0,0,31.627,-7.98079,6538
Casablanca,Sidi Maârouf,Buy,Apartment,2,1,169,0,0,0,33.5823,-7.58527,1934989
Tangier,Centre Ville,Rent,Apartment,3,1,173,0,0,0,35.75212,-5.82972,10731
Marrakech,Sidi Ghanem,Buy,Apartment,2,3,130,0,0,1,31.62494,-7.95232,1296448
Casablanca,Hay Mockh,Rent,Studio,1,1,57,0,0,1,33.55617,-7.57129,5474
Marrakech,Sidi Ghanem,Rent,Studio,1,1,45,0,0,1,31.6495,-7.93236,4173
Rabat,Agdal,Rent,Studio,1,1,53,0,0,0,34.00038,-6.84035,3680
Marrakech,Hivernage,Buy,Land,0,0,770,0,0,0,31.6447,-7.98898,9079512
Tangier,Centre Ville,Rent,Apartment,4,1,176,0,0,1,35.76532,-5.84414,12903
Casablanca,Hay Mockh,Rent,Apartment,2,1,120,0,0,1,33.56161,-7.5831,12246
Casablanca,Hay Mockh,Buy,Villa,7,5,690,1,1,1,33.56452,-7.58148,13556201
Casablanca,Hay Mockh,Buy,Villa,6,3,285,1,1,0,33.5584,-7.55646,5037299
